variable,media_original,std_original,media_escalada,std_escalada
log_consumo_medio,2.2462657904483723,0.5733992670625664,-1.0557841541754831e-17,0.9999999999999998
log_consumo_std,1.3936986451358069,0.5717332638570913,-1.7948330620983215e-16,1.0
log_consumo_max,3.1123307952339423,0.6567350359737719,-1.2669409850105798e-16,1.0
log_consumo_invierno,2.360215305254209,0.6321187115600209,5.859602055673932e-16,1.0
log_consumo_verano,2.0817187141441384,0.5295500438383337,3.4312985010703205e-17,0.9999999999999998
log_consumo_finde,2.2753040901834147,0.5807981325529752,-1.3725194004281282e-16,1.0
log_consumo_semana,2.2326534352664176,0.5736003070170774,-3.9064013704492877e-16,1.0
ratio_invierno_verano_clip,1.4705882310392016,0.7166003736477644,1.979595289079031e-16,1.0
dias_registrados,636.4154903417533,88.02443301491697,5.490077601712513e-16,1.0
